Tanggal,No_bukti,Keterangan,Kode,Account,Kategory, Debet , Kredit , Saldo ,   Stock ,   Saldo Stock Ayam ,   Harga Satuan , penjualan , Cumm_penj ,  Saldo_deff ,   beban ,  Cummbeban 
18-Jun-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   , -   ,142, -   ," 60,000 "," 10,806,000 "," (60,000)",0, -   
18-Jun-19,,Persediaan ayam (dikurangi 9 ekor),BPJ,Beban Harga Pokok,Beban," 315,000 ",," 315,000 ", -   ,142, -   , -   , -   ," 315,000 ",315000," 7,454,000 "
18-Jun-19,,Persediaan ayam (dikurangi 9 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 315,000 ", -   , (9.00),133, -   , -   , -   ," (315,000)",0, -   
19-Jun-19,,"Belanja cabe 2kg, timun 3kg, tomat 1/2kg, parkir",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 110,500 ",," 110,500 ", -   ,133, -   , -   , -   ," 110,500 ",0, -   
19-Jun-19,,"Belanja cabe 2kg, timun 3kg, tomat 1/2kg, parkir",KAS,Kas dompet,Harta,," 110,500 ", -   , -   ,133, -   , -   , -   ," (110,500)",0, -   
19-Jun-19,,"Penjualan ayam by Toko 7,5 ekor",KAS,Kas dompet,Harta," 456,000 ",," 456,000 ", -   ,133, -   , -   , -   ," 456,000 ",0, -   
19-Jun-19,,"Penjualan ayam by Toko 7,5 ekor",PJTK,Penjualan Toko,Penjualan,," 456,000 ", -   , -   ,133, -   ," 456,000 "," 11,262,000 "," (456,000)",0, -   
19-Jun-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ", -   ,133, -   , -   , -   ," 60,000 ",0, -   
19-Jun-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   , -   ,133, -   ," 60,000 "," 11,322,000 "," (60,000)",0, -   
19-Jun-19,,"Persediaan ayam (dikurangi 8,5 ekor)",BPJ,Beban Harga Pokok,Beban," 297,500 ",," 297,500 ", -   ,133, -   , -   , -   ," 297,500 ",297500," 7,751,500 "
19-Jun-19,,"Persediaan ayam (dikurangi 8,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 297,500 ", -   , (8.50),124.5, -   , -   , -   ," (297,500)",0, -   
20-Jun-19,,Beli air galon,CMSBL,Consumable,Beban," 18,000 ",," 18,000 ", -   ,124.5, -   , -   , -   ," 18,000 ",18000," 7,769,500 "
20-Jun-19,,Beli air galon,KAS,Kas dompet,Harta,," 18,000 ", -   , -   ,124.5, -   , -   , -   ," (18,000)",0, -   
20-Jun-19,,"Penjualan ayam by Toko 10,5 ekor",KAS,Kas dompet,Harta," 632,000 ",," 632,000 ", -   ,124.5, -   , -   , -   ," 632,000 ",0, -   
20-Jun-19,,"Penjualan ayam by Toko 10,5 ekor",PJTK,Penjualan Toko,Penjualan,," 632,000 ", -   , -   ,124.5, -   ," 632,000 "," 11,954,000 "," (632,000)",0, -   
20-Jun-19,,Laba penjualan kentang mustofa,KAS,Kas dompet,Harta," 5,000 ",," 5,000 ", -   ,124.5, -   , -   , -   ," 5,000 ",0, -   
20-Jun-19,,Laba penjualan kentang mustofa,PBT,Penjualan Barang Titip,Penjualan,," 5,000 ", -   , -   ,124.5, -   ," 5,000 "," 11,959,000 "," (5,000)",0, -   
20-Jun-19,,"Persediaan ayam (dikurangi 10,5 ekor)",BPJ,Beban Harga Pokok,Beban," 367,500 ",," 367,500 ", (10.50),114, -   , -   , -   ," 367,500 ",367500," 8,137,000 "
20-Jun-19,,"Persediaan ayam (dikurangi 10,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 367,500 ", -   , -   ,114, -   , -   , -   ," (367,500)",0, -   
21-Jun-19,,Penjualan ayam by Toko 11 ekor,KAS,Kas dompet,Harta," 668,000 ",," 668,000 ", -   ,114, -   , -   , -   ," 668,000 ",0, -   
21-Jun-19,,Penjualan ayam by Toko 11 ekor,PJTK,Penjualan Toko,Penjualan,," 668,000 ", -   , -   ,114, -   ," 668,000 "," 12,627,000 "," (668,000)",0, -   
21-Jun-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ", -   ,114, -   , -   , -   ," 60,000 ",0, -   
21-Jun-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   , -   ,114, -   ," 60,000 "," 12,687,000 "," (60,000)",0, -   
21-Jun-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ", (12.00),102, -   , -   , -   ," 420,000 ",420000," 8,557,000 "
21-Jun-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   , -   ,102, -   , -   , -   ," (420,000)",0, -   
22-Jun-19,,Penjualan ayam by Toko 10 ekor,KAS,Kas dompet,Harta," 604,000 ",," 604,000 ", -   ,102, -   , -   , -   ," 604,000 ",0, -   
22-Jun-19,,Penjualan ayam by Toko 10 ekor,PJTK,Penjualan Toko,Penjualan,," 604,000 ", -   , -   ,102, -   ," 604,000 "," 13,291,000 "," (604,000)",0, -   
22-Jun-19,,Penjualan ayam by GoFood 4 ekor,KASBANK,Kas di Bank,Harta," 240,000 ",," 240,000 ", -   ,102, -   , -   , -   ," 240,000 ",0, -   
22-Jun-19,,Penjualan ayam by GoFood 4 ekor,PJGK,Penjualan by Gojek,Penjualan,," 240,000 ", -   , -   ,102, -   ," 240,000 "," 13,531,000 "," (240,000)",0, -   
22-Jun-19,,Laba penjualan kentang mustofa,KAS,Kas dompet,Harta," 10,000 ",," 10,000 ", -   ,102, -   , -   , -   ," 10,000 ",0, -   
22-Jun-19,,Laba penjualan kentang mustofa,PBT,Penjualan Barang Titip,Penjualan,," 10,000 ", -   , -   ,102, -   ," 10,000 "," 13,541,000 "," (10,000)",0, -   
22-Jun-19,,Persediaan ayam (dikurangi 14 ekor),BPJ,Beban Harga Pokok,Beban," 490,000 ",," 490,000 ", (14.00),88, -   , -   , -   ," 490,000 ",490000," 9,047,000 "
22-Jun-19,,Persediaan ayam (dikurangi 14 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 490,000 ", -   , -   ,88, -   , -   , -   ," (490,000)",0, -   
22-Jun-19,,Gaji harian Dinar (karyawan baru) hari -1,BGAJI,Beban Gaji,Beban," 30,000 ",," 30,000 ", -   ,88, -   , -   , -   ," 30,000 ",30000," 9,077,000 "
22-Jun-19,,Gaji harian Dinar (karyawan baru) hari -1,KAS,Kas dompet,Harta,," 30,000 ", -   , -   ,88, -   , -   , -   ," (30,000)",0, -   
22-Jun-19,,Beli pulsa listrik,BLTK,Beban Listrik,Beban," 102,500 ",," 102,500 ", -   ,88, -   , -   , -   ," 102,500 ",102500," 9,179,500 "
22-Jun-19,,Beli pulsa listrik,KAS,Kas dompet,Harta,," 102,500 ", -   , -   ,88, -   , -   , -   ," (102,500)",0, -   
23-Jun-19,,"Penjualan ayam by Toko 9,5 ekor",KAS,Kas dompet,Harta," 576,000 ",," 576,000 ", -   ,88, -   , -   , -   ," 576,000 ",0, -   
23-Jun-19,,"Penjualan ayam by Toko 9,5 ekor",PJTK,Penjualan Toko,Penjualan,," 576,000 ", -   , -   ,88, -   ," 576,000 "," 14,117,000 "," (576,000)",0, -   
23-Jun-19,,"Penjualan ayam by GoFood 2,5 ekor",KASBANK,Kas di Bank,Harta," 152,000 ",," 152,000 ", -   ,88, -   , -   , -   ," 152,000 ",0, -   
23-Jun-19,,"Penjualan ayam by GoFood 2,5 ekor",PJGK,Penjualan by Gojek,Penjualan,," 152,000 ", -   , -   ,88, -   ," 152,000 "," 14,269,000 "," (152,000)",0, -   
23-Jun-19,,Gaji harian Dinar (karyawan baru) hari -2,BGAJI,Beban Gaji,Beban," 30,000 ",," 30,000 ", -   ,88, -   , -   , -   ," 30,000 ",30000," 9,209,500 "
23-Jun-19,,Gaji harian Dinar (karyawan baru) hari -2,KAS,Kas dompet,Harta,," 30,000 ", -   , -   ,88, -   , -   , -   ," (30,000)",0, -   
23-Jun-19,,"Gaji harian Ilham 13 hari (tgl 11,12,13,14,15,16,17,18,19,20,21,22,23)",BGAJI,Beban Gaji,Beban," 520,000 ",," 520,000 ", -   ,88, -   , -   , -   ," 520,000 ",520000," 9,729,500 "
23-Jun-19,,"Gaji harian Ilham 13 hari (tgl 11,12,13,14,15,16,17,18,19,20,21,22,23)",KAS,Kas dompet,Harta,," 520,000 ", -   , -   ,88, -   , -   , -   ," (520,000)",0, -   
23-Jun-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ", (12.00),76, -   , -   , -   ," 420,000 ",420000," 10,149,500 "
23-Jun-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   , -   ,76, -   , -   , -   ," (420,000)",0, -   
22-Jun-19,,"Belanja cabe 2kg, timun 3,5kg, bawang putih 1kg,tomat 1kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 123,000 ",," 123,000 ", -   ,76, -   , -   , -   ," 123,000 ",0, -   
22-Jun-19,,"Belanja cabe 2kg, timun 3,5kg, bawang putih 1kg,tomat 1kg",KAS,Kas dompet,Harta,," 123,000 ", -   , -   ,76, -   , -   , -   ," (123,000)",0, -   
22-Jun-19,,Beli sunlight 5 sachet,CMSBL,Consumable,Beban," 10,000 ",," 10,000 ", -   ,76, -   , -   , -   ," 10,000 ",10000," 10,159,500 "
22-Jun-19,,Beli sunlight 5 sachet,KAS,Kas dompet,Harta,," 10,000 ", -   , -   ,76, -   , -   , -   ," (10,000)",0, -   
24-Jun-19,,"Belanja cabe 2kg,timun 4kg,minyak2L, terasi 1 bungkus,",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 119,000 ",," 119,000 ", -   ,76, -   , -   , -   ," 119,000 ",0, -   
24-Jun-19,,"Belanja cabe 2kg,timun 4kg,minyak2L, terasi 1 bungkus,",KAS,Kas dompet,Harta,," 119,000 ", -   , -   ,76, -   , -   , -   ," (119,000)",0, -   
24-Jun-19,,Pembelian Beras 5kg Cap Jeruk,PBRS,Persediaan Beras,Harta," 75,000 ",," 75,000 ", -   ,76, -   , -   , -   ," 75,000 ",0, -   
24-Jun-19,,Pembelian Beras 5kg Cap Jeruk,KAS,Kas dompet,Harta,," 75,000 ", -   , -   ,76, -   , -   , -   ," (75,000)",0, -   
24-Jun-19,,Setoran ke BANK,KASBANK,Kas di Bank,Harta," 4,000,000 ",," 4,000,000 ", -   ,76, -   , -   , -   ," 4,000,000 ",0, -   
24-Jun-19,,Setoran ke BANK,KAS,Kas dompet,Harta,," 4,000,000 ", -   , -   ,76, -   , -   , -   ," (4,000,000)",0, -   
21-Jun-19,,Biaya adminitrasi bank,BADM,Beban Administrasi Bank,Beban," 15,000 ",," 15,000 ", -   ,76, -   , -   , -   ," 15,000 ",15000," 10,174,500 "
21-Jun-19,,Biaya adminitrasi bank,KASBANK,Kas di Bank,Harta,," 15,000 ", -   , -   ,76, -   , -   , -   ," (15,000)",0, -   
24-Jun-19,,Penjualan ayam by Toko 13 ekor,KAS,Kas dompet,Harta," 788,000 ",," 788,000 ", -   ,76, -   , -   , -   ," 788,000 ",0, -   
24-Jun-19,,Penjualan ayam by Toko 13 ekor,PJTK,Penjualan Toko,Penjualan,," 788,000 ", -   , -   ,76, -   ," 788,000 "," 15,057,000 "," (788,000)",0, -   
24-Jun-19,,Penjualan ayam by GoFood 2 ekor,KASBANK,Kas di Bank,Harta," 120,000 ",," 120,000 ", -   ,76, -   , -   , -   ," 120,000 ",0, -   
24-Jun-19,,Penjualan ayam by GoFood 2 ekor,PJGK,Penjualan by Gojek,Penjualan,," 120,000 ", -   , -   ,76, -   ," 120,000 "," 15,177,000 "," (120,000)",0, -   
24-Jun-19,,Penjualan ayam by Pesanan 2 ekor,KAS,Kas dompet,Harta," 120,000 ",," 120,000 ", -   ,76, -   , -   , -   ," 120,000 ",0, -   
24-Jun-19,,Penjualan ayam by Pesanan 2 ekor,PJTK,Penjualan Toko,Penjualan,," 120,000 ", -   , -   ,76, -   ," 120,000 "," 15,297,000 "," (120,000)",0, -   
24-Jun-19,,Persediaan ayam (dikurangi 17 ekor),BPJ,Beban Harga Pokok,Beban," 595,000 ",," 595,000 ", (17.00),59, -   , -   , -   ," 595,000 ",595000," 10,769,500 "
24-Jun-19,,Persediaan ayam (dikurangi 17 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 595,000 ", -   , -   ,59, -   , -   , -   ," (595,000)",0, -   
24-Jun-19,,Beli gas,CMSBL,Consumable,Beban," 290,000 ",," 290,000 ", -   ,59, -   , -   , -   ," 290,000 ",290000," 11,059,500 "
24-Jun-19,,Beli gas,KAS,Kas dompet,Harta,," 290,000 ", -   , -   ,59, -   , -   , -   ," (290,000)",0, -   
24-Jun-19,,Beli masako ,CMSBL,Consumable,Beban," 4,300 ",," 4,300 ", -   ,59, -   , -   , -   ," 4,300 ",4300," 11,063,800 "
24-Jun-19,,Beli masako ,KAS,Kas dompet,Harta,," 4,300 ", -   , -   ,59, -   , -   , -   ," (4,300)",0, -   
24-Jun-19,,Gaji harian Dinar (karyawan baru) hari -3,BGAJI,Beban Gaji,Beban," 30,000 ",," 30,000 ", -   ,59, -   , -   , -   ," 30,000 ",30000," 11,093,800 "
24-Jun-19,,Gaji harian Dinar (karyawan baru) hari -3,KAS,Kas dompet,Harta,," 30,000 ", -   , -   ,59, -   , -   , -   ," (30,000)",0, -   
25-Jun-19,,Belanja tomat dan terasi,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 38,000 ",," 38,000 ", -   ,59, -   , -   , -   ," 38,000 ",0, -   
25-Jun-19,,Belanja tomat dan terasi,KAS,Kas dompet,Harta,," 38,000 ", -   , -   ,59, -   , -   , -   ," (38,000)",0, -   
25-Jun-19,,"Penjualan ayam by Toko 11,5 ekor",KAS,Kas dompet,Harta," 692,000 ",," 692,000 ", -   ,59, -   , -   , -   ," 692,000 ",0, -   
25-Jun-19,,"Penjualan ayam by Toko 11,5 ekor",PJTK,Penjualan Toko,Penjualan,," 692,000 ", -   , -   ,59, -   ," 692,000 "," 15,989,000 "," (692,000)",0, -   
25-Jun-19,,"Persediaan ayam (dikurangi 11,5 ekor)",BPJ,Beban Harga Pokok,Beban," 402,500 ",," 402,500 ", -   ,59, -   , -   , -   ," 402,500 ",402500," 11,496,300 "
25-Jun-19,,"Persediaan ayam (dikurangi 11,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 402,500 ", -   , -   ,59, -   , -   , -   ," (402,500)",0, -   
25-Jun-19,,Gaji harian Dinar (karyawan baru) hari -4,BGAJI,Beban Gaji,Beban," 30,000 ",," 30,000 ", -   ,59, -   , -   , -   ," 30,000 ",30000," 11,526,300 "
25-Jun-19,,Gaji harian Dinar (karyawan baru) hari -4,KAS,Kas dompet,Harta,," 30,000 ", -   , -   ,59, -   , -   , -   ," (30,000)",0, -   
26-Jun-19,,"Penjualan ayam by Toko 9,5 ekor",KAS,Kas dompet,Harta," 576,000 ",," 576,000 ", -   ,59, -   , -   , -   ," 576,000 ",0, -   
26-Jun-19,,"Penjualan ayam by Toko 9,5 ekor",PJTK,Penjualan Toko,Penjualan,," 576,000 ", -   , -   ,59, -   ," 576,000 "," 16,565,000 "," (576,000)",0, -   
26-Jun-19,,"Penjualan ayam by GoFood 1,5 ekor",KASBANK,Kas di Bank,Harta," 92,000 ",," 92,000 ", -   ,59, -   , -   , -   ," 92,000 ",0, -   
26-Jun-19,,"Penjualan ayam by GoFood 1,5 ekor",PJGK,Penjualan by Gojek,Penjualan,," 92,000 ", -   , -   ,59, -   ," 92,000 "," 16,657,000 "," (92,000)",0, -   
26-Jun-19,,Penjualan barang titip tempe kering 2 bungkus,KAS,Kas dompet,Harta," 6,000 ",," 6,000 ", -   ,59, -   , -   , -   ," 6,000 ",0, -   
26-Jun-19,,Penjualan barang titip tempe kering 2 bungkus,PBT,Penjualan Barang Titip,Penjualan,," 6,000 ", -   , -   ,59, -   ," 6,000 "," 16,663,000 "," (6,000)",0, -   
26-Jun-19,,Beli bakwan,CMSBL,Consumable,Beban," 2,000 ",," 2,000 ", -   ,59, -   , -   , -   ," 2,000 ",2000," 11,528,300 "
26-Jun-19,,Beli bakwan,KAS,Kas dompet,Harta,," 2,000 ", -   , -   ,59, -   , -   , -   ," (2,000)",0, -   
26-Jun-19,,"Belanja cabe merah2kg,timun2kg,jahe1/2kg,lada,bawangputih1kg, gula, bawang bombay",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 225,000 ",," 225,000 ", -   ,59, -   , -   , -   ," 225,000 ",0, -   
26-Jun-19,,"Belanja cabe merah2kg,timun2kg,jahe1/2kg,lada,bawangputih1kg, gula, bawang bombay",KAS,Kas dompet,Harta,," 225,000 ", -   , -   ,59, -   , -   , -   ," (225,000)",0, -   
26-Jun-19,,Persediaan ayam (dikurangi 11 ekor),BPJ,Beban Harga Pokok,Beban," 385,000 ",," 385,000 ", (11.00),48, -   , -   , -   ," 385,000 ",385000," 11,913,300 "
26-Jun-19,,Persediaan ayam (dikurangi 11 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 385,000 ", -   , -   ,48, -   , -   , -   ," (385,000)",0, -   
27-Jun-19,,"Penjualan ayam by Toko 13,5 ekor",KAS,Kas dompet,Harta," 816,000 ",," 816,000 ", -   ,48, -   , -   , -   ," 816,000 ",0, -   
27-Jun-19,,"Penjualan ayam by Toko 13,5 ekor",PJTK,Penjualan Toko,Penjualan,," 816,000 ", -   , -   ,48, -   ," 816,000 "," 17,479,000 "," (816,000)",0, -   
27-Jun-19,,"Belanja gulamerah, timun, sereh",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 62,000 ",," 62,000 ", -   ,48, -   , -   , -   ," 62,000 ",0, -   
27-Jun-19,,"Belanja gulamerah, timun, sereh",KAS,Kas dompet,Harta,," 62,000 ", -   , -   ,48, -   , -   , -   ," (62,000)",0, -   
27-Jun-19,,Beli air galon,CMSBL,Consumable,Beban," 20,000 ",," 20,000 ", -   ,48, -   , -   , -   ," 20,000 ",20000," 11,933,300 "
27-Jun-19,,Beli air galon,KAS,Kas dompet,Harta,," 20,000 ", -   , -   ,48, -   , -   , -   ," (20,000)",0, -   
27-Jun-19,,"Persediaan ayam (dikurangi 13,5 ekor)",BPJ,Beban Harga Pokok,Beban," 472,500 ",," 472,500 ", (13.50),34.5, -   , -   , -   ," 472,500 ",472500," 12,405,800 "
27-Jun-19,,"Persediaan ayam (dikurangi 13,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 472,500 ", -   , (4.50),30, -   , -   , -   ," (472,500)",0, -   
26-Jun-19,,Pembelian dus greenpack 500 packs ,PDUS,Persediaan Dus,Harta," 1,004,000 ",," 1,004,000 ", -   ,30, -   , -   , -   ," 1,004,000 ",0, -   
26-Jun-19,,Pembelian dus greenpack 500 packs ,KASBANK,Kas di Bank,Harta,," 1,004,000 ", -   , -   ,30, -   , -   , -   ," (1,004,000)",0, -   
26-Jun-19,,Pembelian ayam 93 ekor 80kg @Rp 26.000,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 2,080,000 ",," 2,080,000 ", 93.00 ,123," 22,365.6 ", -   , -   ," 2,080,000 ",0, -   
26-Jun-19,,Pembelian ayam 93 ekor 80kg @Rp 26.000,KASBANK,Kas di Bank,Harta,," 2,080,000 ", -   , -   ,123, -   , -   , -   ," (2,080,000)",0, -   
28-Jun-19,,"Belanja cabe 1kg, timun 2kg, parkir 1000",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 100,000 ",," 100,000 ", -   ,123, -   , -   , -   ," 100,000 ",0, -   
28-Jun-19,,"Belanja cabe 1kg, timun 2kg, parkir 1000",KAS,Kas dompet,Harta,," 100,000 ", -   , -   ,123, -   , -   , -   ," (100,000)",0, -   
28-Jun-19,,"Penjualan ayam by Toko 6,5 ekor",KAS,Kas dompet,Harta," 400,000 ",," 400,000 ", -   ,123, -   , -   , -   ," 400,000 ",0, -   
28-Jun-19,,"Penjualan ayam by Toko 6,5 ekor",PJTK,Penjualan Toko,Penjualan,," 400,000 ", -   , -   ,123, -   ," 400,000 "," 17,879,000 "," (400,000)",0, -   
28-Jun-19,,Penjualan ayam by GoFood 1/2 ekor,KASBANK,Kas di Bank,Harta," 32,000 ",," 32,000 ", -   ,123, -   , -   , -   ," 32,000 ",0, -   
28-Jun-19,,Penjualan ayam by GoFood 1/2 ekor,PJGK,Penjualan by Gojek,Penjualan,," 32,000 ", -   , -   ,123, -   ," 32,000 "," 17,911,000 "," (32,000)",0, -   
28-Jun-19,,Persediaan ayam (dikurangi 7 ekor),BPJ,Beban Harga Pokok,Beban," 245,000 ",," 245,000 ", (7.00),116, -   , -   , -   ," 245,000 ",245000," 12,650,800 "
28-Jun-19,,Persediaan ayam (dikurangi 7 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 245,000 ", -   , -   ,116, -   , -   , -   ," (245,000)",0, -   
28-Jun-19,,"Gaji harian Dinar (karyawan baru) hari -5,6,7",BGAJI,Beban Gaji,Beban," 90,000 ",," 90,000 ", -   ,116, -   , -   , -   ," 90,000 ",90000," 12,740,800 "
28-Jun-19,,"Gaji harian Dinar (karyawan baru) hari -5,6,7",KAS,Kas dompet,Harta,," 90,000 ", -   , -   ,116, -   , -   , -   ," (90,000)",0, -   
29-Jun-19,,"Belanja cabe 1kg, bawang putih 1kg, tomat 1kg, jahe 1/2kg, timun 2kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 141,000 ",," 141,000 ", -   ,116, -   , -   , -   ," 141,000 ",0, -   
29-Jun-19,,"Belanja cabe 1kg, bawang putih 1kg, tomat 1kg, jahe 1/2kg, timun 2kg",KAS,Kas dompet,Harta,," 141,000 ", -   , -   ,116, -   , -   , -   ," (141,000)",0, -   
29-Jun-19,,Belanja minyak 2L,CMSBL,Consumable,Beban," 21,000 ",," 21,000 ", -   ,116, -   , -   , -   ," 21,000 ",21000," 12,761,800 "
29-Jun-19,,Belanja minyak 2L,KAS,Kas dompet,Harta,," 21,000 ", -   , -   ,116, -   , -   , -   ," (21,000)",0, -   
29-Jun-19,,"Penjualan ayam by Toko 12,5 ekor",KAS,Kas dompet,Harta," 760,000 ",," 760,000 ", -   ,116, -   , -   , -   ," 760,000 ",0, -   
29-Jun-19,,"Penjualan ayam by Toko 12,5 ekor",PJTK,Penjualan Toko,Penjualan,," 760,000 ", -   , -   ,116, -   ," 760,000 "," 18,671,000 "," (760,000)",0, -   
29-Jun-19,,"Penjualan ayam by GoFood 1,5 ekor",KASBANK,Kas di Bank,Harta," 92,000 ",," 92,000 ", -   ,116, -   , -   , -   ," 92,000 ",0, -   
29-Jun-19,,"Penjualan ayam by GoFood 1,5 ekor",PJGK,Penjualan by Gojek,Penjualan,," 92,000 ", -   , -   ,116, -   ," 92,000 "," 18,763,000 "," (92,000)",0, -   
29-Jun-19,,Gaji harian Dinar (karyawan baru) hari -8,BGAJI,Beban Gaji,Beban," 30,000 ",," 30,000 ", -   ,116, -   , -   , -   ," 30,000 ",30000," 12,791,800 "
29-Jun-19,,Gaji harian Dinar (karyawan baru) hari -8,KAS,Kas dompet,Harta,," 30,000 ", -   , -   ,116, -   , -   , -   ," (30,000)",0, -   
29-Jun-19,,Gaji bulanan ilham bulan Juni,BGAJI,Beban Gaji,Beban," 200,000 ",," 200,000 ", -   ,116, -   , -   , -   ," 200,000 ",200000," 12,991,800 "
29-Jun-19,,Gaji bulanan ilham bulan Juni,KAS,Kas dompet,Harta,," 200,000 ", -   , -   ,116, -   , -   , -   ," (200,000)",0, -   
29-Jun-19,,Persediaan ayam (dikurangi 14 ekor),BPJ,Beban Harga Pokok,Beban," 490,000 ",," 490,000 ", (14.00),102, -   , -   , -   ," 490,000 ",490000," 13,481,800 "
29-Jun-19,,Persediaan ayam (dikurangi 14 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 490,000 ", -   , -   ,102, -   , -   , -   ," (490,000)",0, -   
30-Jun-19,,"Belanja jahe, bawang putih, cabe, timun 2kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 51,000 ",," 51,000 ", -   ,102, -   , -   , -   ," 51,000 ",0, -   
30-Jun-19,,"Belanja jahe, bawang putih, cabe, timun 2kg",KAS,Kas dompet,Harta,," 51,000 ", -   , -   ,102, -   , -   , -   ," (51,000)",0, -   
30-Jun-19,,Beli spons,CMSBL,Consumable,Beban," 6,000 ",," 6,000 ", -   ,102, -   , -   , -   ," 6,000 ",6000," 13,487,800 "
30-Jun-19,,Beli spons,KAS,Kas dompet,Harta,," 6,000 ", -   , -   ,102, -   , -   , -   ," (6,000)",0, -   
30-Jun-19,,"Penjualan ayam by Toko 18,5 ekor",KAS,Kas dompet,Harta," 1,124,000 ",," 1,124,000 ", -   ,102, -   , -   , -   ," 1,124,000 ",0, -   
30-Jun-19,,"Penjualan ayam by Toko 18,5 ekor",PJTK,Penjualan Toko,Penjualan,," 1,124,000 ", -   , -   ,102, -   ," 1,124,000 "," 19,887,000 "," (1,124,000)",0, -   
30-Jun-19,,"Penjualan ayam by GoFood 1,5 ekor",KASBANK,Kas di Bank,Harta," 92,000 ",," 92,000 ", -   ,102, -   , -   , -   ," 92,000 ",0, -   
30-Jun-19,,"Penjualan ayam by GoFood 1,5 ekor",PJGK,Penjualan by Gojek,Penjualan,," 92,000 ", -   , -   ,102, -   ," 92,000 "," 19,979,000 "," (92,000)",0, -   
30-Jun-19,,Gaji harian Dinar (karyawan baru) hari -9,BGAJI,Beban Gaji,Beban," 30,000 ",," 30,000 ", -   ,102, -   , -   , -   ," 30,000 ",30000," 13,517,800 "
30-Jun-19,,Gaji harian Dinar (karyawan baru) hari -9,KAS,Kas dompet,Harta,," 30,000 ", -   , -   ,102, -   , -   , -   ," (30,000)",0, -   
30-Jun-19,,Pembelian ayam 70 ekor @25.500 60kg,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 1,530,000 ",," 1,530,000 ", 70.00 ,172," 21,857.1 ", -   , -   ," 1,530,000 ",0, -   
30-Jun-19,,Pembelian ayam 70 ekor @25.500 60kg,KASBANK,Kas di Bank,Harta,," 1,530,000 ", -   , -   ,172, -   , -   , -   ," (1,530,000)",0, -   
30-Jun-19,,Persediaan ayam (dikurangi 20 ekor),BPJ,Beban Harga Pokok,Beban," 700,000 ",," 700,000 ", (20.00),152, -   , -   , -   ," 700,000 ",700000," 14,217,800 "
30-Jun-19,,Persediaan ayam (dikurangi 20 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 700,000 ", -   , -   ,152, -   , -   , -   ," (700,000)",0, -   
30-Jun-19,,Printing Banner dan Menu,BPUB,Beban Publikasi/Promosi,Beban," 60,000 ",," 60,000 ", -   ,152, -   , -   , -   ," 60,000 ",60000," 14,277,800 "
30-Jun-19,,Printing Banner dan Menu,KAS,Kas dompet,Harta,," 60,000 ", -   , -   ,152, -   , -   , -   ," (60,000)",0, -   
30-Jun-19,,Gaji Bulanan Dinar (Penyesuaian 9hari),BGAJI,Beban Gaji,Beban," 150,000 ",," 150,000 ", -   ,152, -   , -   , -   ," 150,000 ",150000," 14,427,800 "
30-Jun-19,,Gaji Bulanan Dinar (Penyesuaian 9hari),KAS,Kas dompet,Harta,," 150,000 ", -   , -   ,152, -   , -   , -   ," (150,000)",0, -   
