Tanggal,No_bukti,Keterangan,Kode,Account,Kategory, Debet , Kredit , Saldo ,   Stock ,   Saldo Stock Ayam ,   Harga Satuan , penjualan , Cumm_penj ,  Saldo_deff ,   beban ,  Cummbeban 
27-Aug-19,,Penjualan nasi 1 pack,PJTK,Penjualan Toko,Penjualan,," 4,000 ", -   ,,169.5, -   ," 4,000 "," 15,182,000 "," (4,000)",0, -   
27-Aug-19,,"Penjualan ayam by Gojek 1,5 ekor",KASBANK,Kas di Bank,Harta," 92,000 ",," 92,000 ",,169.5, -   , -   , -   ," 92,000 ",0, -   
27-Aug-19,,"Penjualan ayam by Gojek 1,5 ekor",PJGK,Penjualan by Gojek,Penjualan,," 92,000 ", -   ,,169.5, -   ," 92,000 "," 15,274,000 "," (92,000)",0, -   
27-Aug-19,,Promosi ayam 1 ekor (mama),BPUB,Beban Publikasi/Promosi,Beban," 60,000 ",," 60,000 ",-1,168.5, -   , -   , -   ," 60,000 ",60000," 16,372,719 "
27-Aug-19,,Promosi ayam 1 ekor (mama),KAS,Kas dompet,Harta,," 60,000 ", -   ,,168.5, -   , -   , -   ," (60,000)",0, -   
27-Aug-19,,"Persediaan ayam (dikurangi 9,5 ekor)",BPJ,Beban Harga Pokok,Beban," 332,500 ",," 332,500 ",-9.5,159, -   , -   , -   ," 332,500 ",332500," 16,705,219 "
27-Aug-19,,"Persediaan ayam (dikurangi 9,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 332,500 ", -   ,,159, -   , -   , -   ," (332,500)",0, -   
28-Aug-19,,Beli Gas,CMSBL,Consumable,Beban," 145,000 ",," 145,000 ",,159, -   , -   , -   ," 145,000 ",145000," 16,850,219 "
28-Aug-19,,Gaji harian dinar,ACCR,Accrude,Accrude," 30,000 ",," 175,000 ",,159, -   , -   , -   ," 30,000 ",0, -   
28-Aug-19,,"Belanja cabe 2kg, tomat 1kg, timun2kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 137,000 ",," 312,000 ",,159, -   , -   , -   ," 137,000 ",0, -   
28-Aug-19,,Pengeluaran tanggal 28 agustus,KAS,Kas dompet,Harta,," 312,000 ", -   ,,159, -   , -   , -   ," (312,000)",0, -   
28-Aug-19,,"Penjualan ayam by Toko 10,5 ekor",KAS,Kas dompet,Harta," 636,000 ",," 636,000 ",,159, -   , -   , -   ," 636,000 ",0, -   
28-Aug-19,,"Penjualan ayam by Toko 10,5 ekor",PJTK,Penjualan Toko,Penjualan,," 636,000 ", -   ,,159, -   ," 636,000 "," 15,910,000 "," (636,000)",0, -   
28-Aug-19,,Penjualan ayam by Pesanan 2 ekor,KAS,Kas dompet,Harta," 120,000 ",," 120,000 ",,159, -   , -   , -   ," 120,000 ",0, -   
28-Aug-19,,Penjualan ayam by Pesanan 2 ekor,PJTK,Penjualan Toko,Penjualan,," 120,000 ", -   ,,159, -   ," 120,000 "," 16,030,000 "," (120,000)",0, -   
28-Aug-19,,Penjualan nasi 3 pack,KAS,Kas dompet,Harta," 12,000 ",," 12,000 ",,159, -   , -   , -   ," 12,000 ",0, -   
28-Aug-19,,Penjualan nasi 3 pack,PJTK,Penjualan Toko,Penjualan,," 12,000 ", -   ,,159, -   ," 12,000 "," 16,042,000 "," (12,000)",0, -   
28-Aug-19,,"Persediaan ayam (dikurangi 12,5 ekor)",BPJ,Beban Harga Pokok,Beban," 437,500 ",," 437,500 ",-12.5,146.5, -   , -   , -   ," 437,500 ",437500," 17,287,719 "
28-Aug-19,,"Persediaan ayam (dikurangi 12,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 437,500 ", -   ,,146.5, -   , -   , -   ," (437,500)",0, -   
29-Aug-19,,Beli air galon,CMSBL,Consumable,Beban," 20,000 ",," 20,000 ",,146.5, -   , -   , -   ," 20,000 ",20000," 17,307,719 "
29-Aug-19,,Gaji harian dinar,ACCR,Accrude,Accrude," 30,000 ",," 50,000 ",,146.5, -   , -   , -   ," 30,000 ",0, -   
29-Aug-19,,Pengeluaran tanggal 29 agustus,KAS,Kas dompet,Harta,," 50,000 ", -   ,,146.5, -   , -   , -   ," (50,000)",0, -   
29-Aug-19,,"Penjualan ayam by Toko 5,5 ekor",KAS,Kas dompet,Harta," 340,000 ",," 340,000 ",,146.5, -   , -   , -   ," 340,000 ",0, -   
29-Aug-19,,"Penjualan ayam by Toko 5,5 ekor",PJTK,Penjualan Toko,Penjualan,," 340,000 ", -   ,,146.5, -   ," 340,000 "," 16,382,000 "," (340,000)",0, -   
29-Aug-19,,Penjualan nasi 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,146.5, -   , -   , -   ," 8,000 ",0, -   
29-Aug-19,,Penjualan nasi 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,146.5, -   ," 8,000 "," 16,390,000 "," (8,000)",0, -   
29-Aug-19,,"Persediaan ayam (dikurangi 5,5 ekor)",BPJ,Beban Harga Pokok,Beban," 192,500 ",," 192,500 ",-5.5,141, -   , -   , -   ," 192,500 ",192500," 17,500,219 "
29-Aug-19,,"Persediaan ayam (dikurangi 5,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 192,500 ", -   ,,141, -   , -   , -   ," (192,500)",0, -   
30-Aug-19,,Gaji harian dinar,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,141, -   , -   , -   ," 30,000 ",0, -   
30-Aug-19,,Pengeluaran tanggal 30 Agustus,KAS,Kas dompet,Harta,," 30,000 ", -   ,,141, -   , -   , -   ," (30,000)",0, -   
30-Aug-19,,Penjualan ayam by Toko 9 ekor,KAS,Kas dompet,Harta," 552,000 ",," 552,000 ",,141, -   , -   , -   ," 552,000 ",0, -   
30-Aug-19,,Penjualan ayam by Toko 9 ekor,PJTK,Penjualan Toko,Penjualan,," 552,000 ", -   ,,141, -   ," 552,000 "," 16,942,000 "," (552,000)",0, -   
30-Aug-19,,"Penjualan ayam by Gojek 0,5 ekor",KASBANK,Kas di Bank,Harta," 32,000 ",," 32,000 ",,141, -   , -   , -   ," 32,000 ",0, -   
30-Aug-19,,"Penjualan ayam by Gojek 0,5 ekor",PJGK,Penjualan by Gojek,Penjualan,," 32,000 ", -   ,,141, -   ," 32,000 "," 16,974,000 "," (32,000)",0, -   
30-Aug-19,,"Persediaan ayam (dikurangi 9,5 ekor)",BPJ,Beban Harga Pokok,Beban," 332,500 ",," 332,500 ",-9.5,131.5, -   , -   , -   ," 332,500 ",332500," 17,832,719 "
30-Aug-19,,"Persediaan ayam (dikurangi 9,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 332,500 ", -   ,,131.5, -   , -   , -   ," (332,500)",0, -   
29-Aug-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ",,131.5, -   , -   , -   ," 2,000 ",2000," 17,834,719 "
29-Aug-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 2,000 ", -   ,,131.5, -   , -   , -   ," (2,000)",0, -   
31-Aug-19,,Gaji harian dinar,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,131.5, -   , -   , -   ," 30,000 ",0, -   
31-Aug-19,,"Belanja bawang,jahe,bombay,gula",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 96,000 ",," 126,000 ",,131.5, -   , -   , -   ," 96,000 ",0, -   
31-Aug-19,,Gaji bulanan dinar,ACCR,Accrude,Accrude," 500,000 ",," 626,000 ",,131.5, -   , -   , -   ," 500,000 ",0, -   
31-Aug-19,,Gaji bulanan ilham,ACCR,Accrude,Accrude," 600,000 ",," 1,226,000 ",,131.5, -   , -   , -   ," 600,000 ",0, -   
31-Aug-19,,Gaji harian ilham (7 hari),ACCR,Accrude,Accrude," 280,000 ",," 1,506,000 ",,131.5, -   , -   , -   ," 280,000 ",0, -   
31-Aug-19,,Pengeluaran tanggal 31 agutus,KAS,Kas dompet,Harta,," 1,506,000 ", -   ,,131.5, -   , -   , -   ," (1,506,000)",0, -   
31-Aug-19,,Penjualan ayam by 9 ekor,KAS,Kas dompet,Harta," 544,000 ",," 544,000 ",,131.5, -   , -   , -   ," 544,000 ",0, -   
31-Aug-19,,Penjualan ayam by 9 ekor,PJTK,Penjualan Toko,Penjualan,," 544,000 ", -   ,,131.5, -   ," 544,000 "," 17,518,000 "," (544,000)",0, -   
31-Aug-19,,Penjualan nasi 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,131.5, -   , -   , -   ," 8,000 ",0, -   
31-Aug-19,,Penjualan nasi 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,131.5, -   ," 8,000 "," 17,526,000 "," (8,000)",0, -   
31-Aug-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ",,131.5, -   , -   , -   ," 60,000 ",0, -   
31-Aug-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   ,,131.5, -   ," 60,000 "," 17,586,000 "," (60,000)",0, -   
31-Aug-19,,"Pembelian ayam 50kg, 56 ekor @Rp 27.500",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 1,375,000 ",," 1,375,000 ",,131.5, -   , -   , -   ," 1,375,000 ",0, -   
31-Aug-19,,"Pembelian ayam 50kg, 56 ekor @Rp 27.500",KASBANK,Kas di Bank,Harta,," 1,375,000 ", -   ,,131.5, -   , -   , -   ," (1,375,000)",0, -   
31-Aug-19,,Persediaan ayam (dikurangi 10 ekor),BPJ,Beban Harga Pokok,Beban," 320,000 ",," 320,000 ",,131.5, -   , -   , -   ," 320,000 ",320000," 18,154,719 "
31-Aug-19,,Persediaan ayam (dikurangi 10 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 320,000 ", -   ,,131.5, -   , -   , -   ," (320,000)",0, -   
31-Aug-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 8,000 ",," 8,000 ",,131.5, -   , -   , -   ," 8,000 ",8000," 18,162,719 "
31-Aug-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 8,000 ", -   ,,131.5, -   , -   , -   ," (8,000)",0, -   
31-Aug-19,,Penyesuaian stock beras,BPENYB,Beban Penyesuaian Beras,Beban," 192,000 ",," 192,000 ",,131.5, -   , -   , -   ," 192,000 ",192000," 18,354,719 "
31-Aug-19,,Penyesuaian stock beras,PBRS,Persediaan Beras,Harta,," 192,000 ", -   ,,131.5, -   , -   , -   ," (192,000)",0, -   
31-Aug-19,,Penyesuaian stock ayam,BPENYA,Beban Penyesuaian Ayam,Beban," 65,250 ",," 65,250 ",,131.5, -   , -   , -   ," 65,250 ",65250," 18,419,969 "
31-Aug-19,,Penyesuaian stock ayam,PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 65,250 ", -   ,,131.5, -   , -   , -   ," (65,250)",0, -   
31-Aug-19,,Penyesuaian stock dus,BPDUS,Beban Penyesuaian Dus,Beban," 1,714,060 ",," 1,714,060 ",,131.5, -   , -   , -   ," 1,714,060 ",1714060," 20,134,029 "
31-Aug-19,,Penyesuaian stock dus,PDUS,Persediaan Dus,Harta,," 1,714,060 ", -   ,,131.5, -   , -   , -   ," (1,714,060)",0, -   
31-Aug-19,,Pembalikan accrude,ACCR,Accrude,Accrude," 220,000 ",," 220,000 ",,131.5, -   , -   , -   ," 220,000 ",0, -   
31-Aug-19,,Pembalikan accrude,BGAJI,Beban Gaji,Beban,," 220,000 ", -   ,,131.5, -   , -   , -   ," (220,000)",-220000," 19,914,029 "
31-Aug-19,,Persediaan ricebowl,PBWL,Persediaan Ricebowl,Harta," 534,850 ",," 534,850 ",,131.5, -   , -   , -   ," 534,850 ",0, -   
31-Aug-19,,Beban penyesuaian ricebowl,BPRW,Beban Penyesuaian Ricebowl,Beban,," 534,850 ", -   ,,131.5, -   , -   , -   ," (534,850)",-534850," 19,379,179 "
31-Aug-19,,Laba Rugi Bulan Agustus,MODAL,Modal ,Modal," 1,793,179 ",," 1,793,179 ",,131.5, -   , -   , -   ," 1,793,179 ",0, -   
31-Aug-19,,Laba Rugi Bula Agustus,LR,Laba Rugi,Laba Rugi,," 1,793,179 ", -   ,,131.5, -   , -   , -   ," (1,793,179)",0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
,,,,,,,, -   ,,0, -   , -   , -   , -   ,0, -   
